CourseId,Subject,Number,Title,Class Units,Description,Topic,seeAlso,Outline
3879,CHEM,341,Inorganic Chemistry III: The Transition Metals,3,"Theories of bonding in transition metal complexes, including ligand field theory, applied to structure, physical properties, and reactivity of transition metal complexes: organometallic chemistry and catalysis. Metals in biological systems. Lectures and laboratory.
Prerequisite: CHEM 217, 218, 241, 242.




",,,
1887,ARTE,806,INQUIRY THROUGH ART PRODUCT.,3,Please see GRAD Calendar,,,
1887,ARTE,806,INQUIRY THROUGH ART PRODUCT.,3,Please see GRAD Calendar,,,
40099,ARTE,807,INQUIRY THROUGH ART PRODUCT.,3,Please see GRAD Calendar,,,
40099,ARTE,807,INQUIRY THROUGH ART PRODUCT.,3,Please see GRAD Calendar,,,
25332,MECH,411,Instrumentation and Measurements,3.5,"Unified treatment of measurement of physical quantities; static and dynamic characteristics of instruments ? calibration, linearity, precision, accuracy, and bias and sensitivity drift; sources of errors; error analysis; experiment planning; data analysis techniques; principles of transducers; signal generation, acquisition and processing; principles and designs of systems for measurement of position, velocity, acceleration, pressure, force, stress, temperature, flow-rate, proximity detection. The course includes demonstration of various instruments. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: ENGR 311; AERO 371 or MECHÂ 370.
NOTE: Students who have received credit for MECH 373 may not take this course for credit.



",,,
25332,MECH,411,Instrumentation and Measurements,3.5,"Unified treatment of measurement of physical quantities; static and dynamic characteristics of instruments ? calibration, linearity, precision, accuracy, and bias and sensitivity drift; sources of errors; error analysis; experiment planning; data analysis techniques; principles of transducers; signal generation, acquisition and processing; principles and designs of systems for measurement of position, velocity, acceleration, pressure, force, stress, temperature, flow-rate, proximity detection. The course includes demonstration of various instruments. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: ENGR 311; AERO 371 or MECHÂ 370.
NOTE: Students who have received credit for MECH 373 may not take this course for credit.



",,,
25332,MECH,411,Instrumentation and Measurements,3.5,"Unified treatment of measurement of physical quantities; static and dynamic characteristics of instruments ? calibration, linearity, precision, accuracy, and bias and sensitivity drift; sources of errors; error analysis; experiment planning; data analysis techniques; principles of transducers; signal generation, acquisition and processing; principles and designs of systems for measurement of position, velocity, acceleration, pressure, force, stress, temperature, flow-rate, proximity detection. The course includes demonstration of various instruments. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week, alternate weeks.
Prerequisite: ENGR 311; AERO 371 or MECHÂ 370.
NOTE: Students who have received credit for MECH 373 may not take this course for credit.



",,,
8425,EMBA,697,INT L BUS II:MANA GLOBA ECON,1.5,Please see GRAD Calendar,,,
6287,COMS,877,INT L COMMUNICATION/DVLPMNT,3,Please see GRAD Calendar,,,
13709,GIIM,654,INT L INVSTMNT/ANALYSIS MGMN,3,Please see GRAD Calendar,,,
7818,EDUC,802,INT. QUAN. & QUAL. METHODS,6,Please see GRAD Calendar,,,
7818,EDUC,802,INT. QUAN. & QUAL. METHODS,6,Please see GRAD Calendar,,,
28573,PRIN,211,Intaglio I,3,"An introductory studio course in intaglio techniques with an emphasis on creative imagery. This course covers traditional techniques and photo-based processes.  Assignments, lectures and critiques focus on theoretical, historical, and aesthetic issues in contemporary print media.
Prerequisite: While priority is given to students within the program, students wishing to enrol in the course must meet one of the following prerequisites:
Enrolment in a major or minor program in the Department of Studio Arts;
enrolment in a BFA program with credit requirements in Studio Arts;
written permission of the program director as determined by portfolio submission and space availability.",,,
28582,PRIN,311,Intaglio II,3,"An intermediate intaglio studio course with an emphasis on individual creative and theoretical development through
experimentation and innovation. This course explores multi-plate image making, including drawing and photographic applications in print, advanced proofing, and printing processes.  Group and individual critiques and discussions emphasize problem solving and critical analysis in the creation of personal imagery. Students are required to develop a coherent portfolio that demonstrates their engagement in contemporary print practice.
Prerequisite: PRIN 211; six credits in Print Media; second-year standing* in a Fine Arts program; or written permission of the program director.  *24 credits completed in degree program.",,,
42304,PRIN,411,Intaglio III,3,"An advanced intaglio studio course with an emphasis on individual creative and theoretical development through experimentation. This course explores digital and photo-generated imagery, multiple-plate colour processes, alternative print surfaces, combined print techniques, and new technologies. Group and individual critiques and discussions emphasize problem solving and critical analysis in the creation of personal imagery. Students are required to develop a coherent portfolio that demonstrates their engagement in contemporary print theory and practice.
Prerequisite: PRIN 311; nine credits in Print Media; or written permission of the program director.",,,
712,AERO,483,INTEGR. OF AVIONIC SYSTEMS,3,Please see UGRD Calendar,,,
174,ACCO,635,INTEGRATED APPROACH TO AUDIT,4,Please see GRAD Calendar,,,
48109,MARK,674,Integrated Marketing Communications,3,Please see Graduate Calendar,,,
24022,MARK,460,Integrated Marketing Communications Practicum,3,"""This practicum course builds on and supplements the concepts that were covered in MARK 453. It focuses on the application and integration of all the tools of marketing communications such as advertising, sales promotion, public relations and publicity, personal selling, direct marketing, and Internet marketing. The course also takes into account all contact points and stakeholder groups, including consumers, employees and suppliers, governments, distribution channel members, local communities, opinion leaders and the media. An integral component of the course is the development of a complete integrated marketing communications plan for presentation to a """"real life"""" client using concepts that are discussed in class.""
Prerequisite: MARK 452, 453.




",,,
49194,CEPS,1079E,Integrated Project Management,14,"*VID*
*KEYB*

The biggest project is like the longest journey: they both start with a single step. In this case, that step involves taking our project-management workshop. Our two-day, active-learning experience will have you working in teams to manage case-study project. Along the way, you'll gain the tools, methods and processes you need to manage the planning, execution, control and completion of projects of virtually any size. Ready to take your first step towards more effective project management? Right this way...

*CNT*
This workshop will empower you to:
?	Understand the steps involved in the project-management process;
?	Gain experience with transition criteria throughout the project-management process steps;
?	Implement the proper tools for project costing, planning, execution control and closure;
?	Learn budget-status follow-up techniques for project management.
*APP*
This workshop employs a variety of learning strategies based on theory, interaction, discussion, practice and concrete action-planning. Workshop content is tailored to individual needs to ensure engagement, retention and transfer of skills to day-to-day living.
*WHO*
?	Junior to intermediate-level project managers and team leaders who want to learn the skills to work more effectively.
?	Employees who want to improve their ability to work in teams and broaden their career perspectives.
?	Entrepreneurs who want to better manage their projects and team members.
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization. 

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)	Registration fee includes course materials, lunch and refreshments. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Photo_Benoit_Lamontagne.jpg|Benoit Lamontagne]
<b>Benoit Lamontagne</b>, Eng., C.Adm., MBA Candidate
Benoit is an electrical engineer by training and a member of both the Ordre des IngÃ©nieurs du QuÃ©bec (OIQ) and the Chartered Administrators of QuÃ©bec (C.Adm.). He has worked in the aerospace industry in the field of avionics product development for more than 13 years. Over the years, he has developed a strong expertise in project management and management of organizational transformations. As a management consultant, BenoÃ®t uses his expertise to help his clients achieve their professional and organizational goals. He stands out by his professionalism, leadership, authenticity and high ethical values.",,,
49861,CEPS,1079EO,Integrated Project Management (Online),12,"*VID*
*KEYB*

The biggest project is like the longest journey: they both start with a single step. In this case, that step involves taking our project-management workshop. Our two-day, active-learning experience will have you working in teams to manage case-study project. Along the way, you'll gain the tools, methods and processes you need to manage the planning, execution, control and completion of projects of virtually any size. Ready to take your first step towards more effective project management? Right this way...
*CNT*
This workshop will empower you to:
?	Understand the steps involved in the project-management process;
?	Gain experience with transition criteria throughout the project-management process steps;
?	Implement the proper tools for project costing, planning, execution control and closure;
?	Learn budget-status follow-up techniques for project management.
*APP*
This workshop employs a variety of learning strategies based on theory, interaction, discussion, practice and concrete action-planning. Workshop content is tailored to individual needs to ensure engagement, retention and transfer of skills to day-to-day living.
In order to maximize engagement and knowledge transfer during our online workshops, it is highly recommended that participants keep their cameras on.
*WHO*
?	Junior to intermediate-level project managers and team leaders who want to learn the skills to work more effectively.
?	Employees who want to improve their ability to work in teams and broaden their career perspectives.
?	Entrepreneurs who want to better manage their projects and team members.
?	Employers who want to give their employees a great learning opportunity that will contribute to the success of their organization. 

We're flexible. That means workshops can be customized for corporate groups and offered on the date of your choosing, in your office or in one of our campus locations.
*ADD*
1)	Registration fee includes electronic course materials. 
2)	In the event we don?t have enough participants, the workshop will be cancelled and you will, of course, be reimbursed in full.
3)	This workshop meets the requirements for the 1% Conformity Law (in accordance with the Workforce Skills Development and Recognition Act).
4)	If you wish to pay for this workshop via invoice, please write directly to cce@concordia.ca and our service staff will assist you.
*TR*
[IMAGE_C:/content/dam/cce/images/trainers/Photo_Benoit_Lamontagne.jpg|Benoit Lamontagne]
<b>Benoit Lamontagne</b>, Eng., C.Adm., MBA Candidate
Benoit is an electrical engineer by training and a member of both the Ordre des IngÃ©nieurs du QuÃ©bec (OIQ) and the Chartered Administrators of QuÃ©bec (C.Adm.). He has worked in the aerospace industry in the field of avionics product development for more than 13 years. Over the years, he has developed a strong expertise in project management and management of organizational transformations. As a management consultant, BenoÃ®t uses his expertise to help his clients achieve their professional and organizational goals. He stands out by his professionalism, leadership, authenticity and high ethical values.",,,
2431,ARTX,280,Integrated Studio in Contemporary Art Practices I,6,"A studio course designed to familiarize students with contemporary art practice and theory in its diverse manifestations. The course questions the boundaries of traditional art disciplines and engages the creative potential of transdisciplinary studio practice with a range of projects that explore, among other things, gesture, mapping, mark-making and time-based image and sound, as well as performative and environmental installation.
Prerequisite: Enrolment in a BFA program or written permission of the Department.
NOTE: Students who have received credit for ARTX 250, 260 or 270 may not take this course for credit.



",,,
7683,EDUC,307,INTEGRATING DIGITAL TECH & SOCIAL MEDIA IN LEARNING ENV,3,Please see UGRD Calendar,,,
10825,EXCI,460,Integrative Human Physiology,3,"This course uses physiological homeostasis and the function of major organ systems as its basis. Students learn how the different systems act in an integrative fashion and how the body adjusts to various challenges to the maintenance of homeostasis. The focus is on five specific organ systems ? the neural, muscular, cardiovascular, respiratory and renal systems. Students learn how these systems interactively function during health, exercise and disease.",,,
10825,EXCI,460,Integrative Human Physiology,3,"This course uses physiological homeostasis and the function of major organ systems as its basis. Students learn how the different systems act in an integrative fashion and how the body adjusts to various challenges to the maintenance of homeostasis. The focus is on five specific organ systems ? the neural, muscular, cardiovascular, respiratory and renal systems. Students learn how these systems interactively function during health, exercise and disease.",,,
10825,EXCI,460,Integrative Human Physiology,3,"This course uses physiological homeostasis and the function of major organ systems as its basis. Students learn how the different systems act in an integrative fashion and how the body adjusts to various challenges to the maintenance of homeostasis. The focus is on five specific organ systems ? the neural, muscular, cardiovascular, respiratory and renal systems. Students learn how these systems interactively function during health, exercise and disease.",,,
10825,EXCI,460,Integrative Human Physiology,3,"This course uses physiological homeostasis and the function of major organ systems as its basis. Students learn how the different systems act in an integrative fashion and how the body adjusts to various challenges to the maintenance of homeostasis. The focus is on five specific organ systems ? the neural, muscular, cardiovascular, respiratory and renal systems. Students learn how these systems interactively function during health, exercise and disease.",,,
273,ADED,496,Integrative Internship I,3,"This internship is designed to assist individual students in achieving a synthesis of their own experiential learning in light of acquired knowledge, skills, values, and attitudes through the clarification of personal aims and the philosophy of adult education. Students will normally enrol in this internship near the end of their program.
Prerequisite: ADED 201; ADED 202 and 15 credits in the program.
NOTE: Students who have received credit for ADED 495 may not take this course for credit.
NOTE: Students will normally enrol in ADED 496 near the end of their program.


",,,
40014,ADIP,585,Integrative Internship I,3,"This course is associated with, and normally represents, a prerequisite for Integrative Internship II. Integrative Internship I is designed to allow students to build on their acquired knowledge,skills, values and attitudes through interaction with a chosen education environment. The first Internship requires students to select, contact and establish a working relation with an organization which offers educational activities to adults in their community. A supervised Special Project for an adult education provider is initiated. At this stage, the emphasis is on observation and information gathering, in preparation for taking on a more active role in Integrative Internship II.",,,
274,ADED,497,Integrative Internship II,3,"This internship is designed to extend the personal aims and philosophy of adult education arrived at in Integrative Internship I, and engage in a special project in an adult education facility where supervision is provided by the host institution.
Prerequisite: Successful completion of ADED 496.
NOTE: Students who have received credit for ADED 495 may not take this course for credit.",,,
40015,ADIP,586,Integrative Internship II,3,"This internship is designed to extend the student?s personal aims and philosophy of adult education arrived at in Integrative Internship I by completing a supervised Special Project in an approved adult education facility, where supervision is provided by a member of a host institution in consultation with the professor.",,,
6232,COMS,800,INTEGRATIVE SEMINAR,3,Please see GRAD Calendar,,,
48639,COMS,800,Integrative Seminar,3,"This course proposes to engage first-year students in an epistemological conversation concerning different approaches to the conceptualization of communication and to the range of research problematics elaborated in the field and in the program. The expected outcomes include: a broad understanding of the relations between different domains within the discipline; the ability to recognize the links between epistemological assumptions, theory construction, the formation of research problematics and methodological approaches; a familiarization with the main fields of strength within the program; and the development of the ability to engage in dialogue with colleagues in different domains of research.",,,
31759,SOCI,653,INTELLECTUAL BIOGRAPHY: THE THOUGHT OF KARL MARX,3,Please see GRAD Calendar,,,
5484,COMP,474,Intelligent Systems,4,"Rule-based expert systems, blackboard architecture, and agent-based. Knowledge acquisition and representation. Uncertainty and conflict resolution. Reasoning and explanation. Design of intelligent systems. Project. Lectures: three hours per week. Laboratory: two hours per week.
Prerequisite: COMP 352 or COEN 352.




",,,
5484,COMP,474,Intelligent Systems,4,"Rule-based expert systems, blackboard architecture, and agent-based. Knowledge acquisition and representation. Uncertainty and conflict resolution. Reasoning and explanation. Design of intelligent systems. Project. Lectures: three hours per week. Laboratory: two hours per week.
Prerequisite: COMP 352 or COEN 352.




",,,
2064,ARTH,394,INTENS. STUDY IN ART HIST. I,1.5,Please see UGRD Calendar,,,
2066,ARTH,395,INTENS. STUDY IN ART HIST.II,1.5,Please see UGRD Calendar,,,
36245,CEEI,810,INTENSIVE ENGLISH: ADVANCED TWO,260,"*VID*
*KEYB*
<b>On Top of Your Game.</b>
At this level, you're quite proficient in English and want to go to university. Or perhaps you simply want to enhance your professional potential. Either way, this course if for you. Here, you'll read a contemporary Canadian novel and work on a related in-depth project. You'll conduct library research, write a research paper and make a formal presentation before the class. Individual attention from your teacher will help you develop your critical thinking skills as you gain confidence and independence in your academic ability. Then, at the end of the class, you'll celebrate with your classmates who, like you, will have earned their language-proficiency requirements for university entrance. Congratulations.
*CNT*
This course is a great way to help you:
?	Develop  critical listening skills and strategies in a real-world context;
?	Develop your library and research skills for university or the workplace;
?	Speak with fluency and clarity on a variety of in-depth social, academic and professional topics;
?	Construct complex, compound sentences with correct word order, spelling and punctuation;
?	Employ appropriate expressions and transitions in writing and speech;
?	Gain confidence living and working in English;
?	Broaden your academic, social and professional horizons; 
?	Have the intercultural experience of a lifetime;
?	Meet the language-proficiency requirements to enter Concordia University.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living in English.
*WHO*
?	High-advanced speakers who want to improve their English.
?	Students who want to work towards their certificate of proficiency.
?	Students who want to go on to university in North America.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the English culture in Canada.
*ADD*
A placement test will be given prior to registration to ensure you end up in the course that's right for you.
The program is offered 4 times a year (Fall, Winter, Spring and Summer)",,,
10134,ENGR,6471,INTER. OF AVIONIC SYSTEMS,4,Please see GRAD Calendar,,,
48904,DART,456,Inter.Net.Works,3,"In this studio course, students study how audiovisual information is received, perceived and utilitized, with a focus on online identity through networked strategies. Modular and flexible frameworks are implemented so that communications/portfolios are sustainable, diverse and dynamic documents, which can be expanded, revised and abbreviated for a multi-sensory experience via computers, mobile devices or as printable documents.
Prerequisite: DART 349; 48 credits in the Major in Design or written permission of the Department. 
NOTE: Students who have received credit for DART 444 or for this topic under a DART 498 number may not take this course for credit.",,,
46862,LESR,399,INTER.SEL.TOPICS/LEISURE ST.,6,Please see UGRD Calendar,,,
41507,INTE,333,INTERDISC. PEACE STUDIES,6,,,,
47748,PERC,386,Interdisciplinary Approaches to Performance Creation,3,"Prerequisite: ACTT 209 or PERC 209 and 30 credits completed in a program of the Department of Theatre. This studio course emphasizes creative inquiry as the basis for interdisciplinary approaches to performance creation. In-class practical exercises open up possibilities for creation of original work through experimentation in creative process. Students also build skills in entrepreneurship as primary creators.
NOTE: Students who have received credit for this topic under a TDEV 398 number may not take this course for credit.
NOTE: Students may be required to be present for additional hours related to technical and/or dress rehearsals as stipulated in the course syllabus.
NOTE: Student enrolled in this course are required to pay a production fee.",,,
47748,PERC,386,Interdisciplinary Approaches to Performance Creation,3,"Prerequisite: ACTT 209 or PERC 209 and 30 credits completed in a program of the Department of Theatre. This studio course emphasizes creative inquiry as the basis for interdisciplinary approaches to performance creation. In-class practical exercises open up possibilities for creation of original work through experimentation in creative process. Students also build skills in entrepreneurship as primary creators.
NOTE: Students who have received credit for this topic under a TDEV 398 number may not take this course for credit.
NOTE: Students may be required to be present for additional hours related to technical and/or dress rehearsals as stipulated in the course syllabus.
NOTE: Student enrolled in this course are required to pay a production fee.",,,
47934,DART,611,Interdisciplinary Practices in Design,3,"This seminar examines the question of how knowledge is produced and transferred through interdisciplinary design and scholarly practices. Topics include socio-cultural, environmental and economic sustainability, participatory design, collaborative methods, communities of practice, epistemic cultures, embodiment, and knowledge production. Readings will be drawn from a broad range of disciplines. Prerequisite: DART 600 and DART 601.",,,
3718,CATS,639,Interdisciplinary Topics: Cross-Cultural Competence in the Creative Arts Therapies,1,"This course presents cross-cultural competence as an ethical obligation, providing an
overview of multi-cultural counselling theory. Students explore challenges and
opportunities arising in creative arts therapies clinical practice within an environment of
cultural diversity as it relates to both the therapist and the client.
Note: This course is marked on a pass/fail basis.",,,
3719,CATS,641,Interdisciplinary Topics: Ethics in Clinical Practice in the Creative Arts,1,"This course covers ethical standards and requirements for clinical practice as established
by both professional mental health and creative arts therapies associations. Students
become familiar with expectations of professional and personal conduct as well as models
for ethical decision-making. Students also gain an understanding of their personal value
systems in relation to their work as creative arts therapists and how those values may
inform ethical decision-making within their clinical practice.
Note: This course is marked on a pass/fail basis.",,,
3721,CATS,643,Interdisciplinary Topics: Ethics in Research in the Creative Arts,1,"This course covers ethical standards and requirements for research as established by
both professional mental health and creative arts therapies associations. Students
become familiar with expectations of professional and personal conduct with respect to
research in the field, including research protocols for both the Department of Creative Arts
Therapies and Concordia University.
Note: This course is marked on a pass/fail basis.",,,
46876,LING,429,Interfaces in Linguistic Theory,3,"This course presents, in considerable depth, current research on the formal relationships which hold between the modules of grammar, e.g. phonology-syntax, or syntax-semantics. The general problem of interfaces, and their relationship to assumptions such as modularity, are discussed. The particular interface covered may vary from year to year.

NOTE: Students may take this course twice for credit provided the subject matter is
different. Students who have received credit for a particular topic under a LING 498 number may not take this course for credit unless the subject matter is different.",,,
46876,LING,429,Interfaces in Linguistic Theory,3,"This course presents, in considerable depth, current research on the formal relationships which hold between the modules of grammar, e.g. phonology-syntax, or syntax-semantics. The general problem of interfaces, and their relationship to assumptions such as modularity, are discussed. The particular interface covered may vary from year to year.

NOTE: Students may take this course twice for credit provided the subject matter is
different. Students who have received credit for a particular topic under a LING 498 number may not take this course for credit unless the subject matter is different.",,,
46876,LING,429,Interfaces in Linguistic Theory,3,"This course presents, in considerable depth, current research on the formal relationships which hold between the modules of grammar, e.g. phonology-syntax, or syntax-semantics. The general problem of interfaces, and their relationship to assumptions such as modularity, are discussed. The particular interface covered may vary from year to year.

NOTE: Students may take this course twice for credit provided the subject matter is
different. Students who have received credit for a particular topic under a LING 498 number may not take this course for credit unless the subject matter is different.",,,
4077,CHEM,635,INTERFACIAL PHENOMENA,3,Please see GRAD Calendar,,,
25281,MCHI,240,INTERM. MDRN CHINESE I,6,"The aim of this course is to consolidate the knowledge acquired in MCHI 200 and 206 and pursue communication skills on basic general topics in all competencies of the language, adding approximately 300 further characters.",,,
10951,FBRS,361,INTERM. TEXT.PRINTING/DYEING,3,"An intermediate-level studio course in textile printing and dyeing with an emphasis on the development of content. Interdisciplinary approaches such as photo processes and sculptural installation are combined with traditional print and dye techniques.
Prerequisite: FBRS 260 or permission of the coordinator. 
NOTE: Students who have received credit for FBRS 360 may not take this course for credit.",,,
46861,LESR,398,INTERMED SELECTED TOPIC-LESR,3,Please see UGRD Calendar,,,
46972,PHIL,399,INTERMED SPEC TOPICS IN PHIL,6,Please see UGRD Calendar,,,
47071,SCHA,398,INTERMED.SPEC.TOPICS IN PHIL,3,Please see UGRD Calendar,,,
47955,IMCA,610,"Intermedia (Video, Performance and Electronic Arts) I",6,"A studio course providing an opportunity for intense investigation in video, performance and electronic arts, as well as other disciplines. Under the supervision of a faculty member, the structure of the course allows each participant to pursue independent studio practice.
Note: Students who have received credit for OPME 610 may not take this course for credit.",,,
47956,IMCA,611,"Intermedia (Video, Performance and Electronic Arts) II",6,"A continuation of IMCA 610.
Note: Students who have received credit for OPME 611 may not take this course for credit.",,,
47957,IMCA,612,"Intermedia (Video, Performance and Electronic Arts) III",6,"A continuation of IMCA 611.
Note: Students who have received credit for OPME 612 may not take this course for credit.",,,
47958,IMCA,613,"Intermedia (Video, Performance and Electronic Arts) IV",6,"A continuation of IMCA 612.
Note: Students who have received credit for OPME 613 may not take this course for credit.",,,
47386,IMCA,331,Intermedia and Interventionist Performance Practices,3,"An intermediate-level studio class with a seminar component focusing on the development of site-specific projects based on video, performance and electronic arts. The seminar component of the course includes a series of readings and the presentation of an extensive range of work by artists.
Prerequisite: 24 credits completed within the Intermedia (Video, Performance and Electronic Arts) program; or written permission of the Department.
NOTE: Students who have received credit for IMCA 330 may not take this course for credit.",,,
15846,IMCA,330,Intermedia and Performative Practices,6,"A studio/seminar class designed as an intermediate-level investigation into an interdisciplinary approach to art practices. The course is structured around students? creation of intermedia art projects with the assistance of the teacher. This development process is further supported by lectures, discussion of assigned readings, guest artists, and the viewing of slides, films, and videos.
Prerequisite: Second-year standing in the Intermedia/Cyberarts program or written permission of the Department. 
NOTE: Students who have received credit for IDYS 200 or 300 may not take this course for credit.
30 credits completed in degree program.


",,,
47387,IMCA,332,"Intermedia, Performance Practices and Performative Video",3,"Prerequisite: 24 credits completed within the Intermedia (Video, Performance and
Electronic Arts) program; or written permission of the Department. This intermediate-level
studio class with a seminar component focuses on the development of intermedia projects
based on video, expanded moving image practices, sound, performance and electronic
arts. The seminar component of the course includes a series of readings and the
presentation of an extensive range of work by artists.
NOTE: Students who have received credit for IMCA 330 may not take this course for
credit.",,,
3835,CHEM,312,Intermediate Analytical Chemistry,3,"A continuation of CHEM 217 and 218, with emphasis on instrumental methods of analysis. Emission spectroscopy; X-ray spectroscopy; voltammetry and polarography; amperometric titrations; coulometry and coulometric titrations, conductometry; chromatography with particular emphasis on gas chromatography, and high performance liquid chromatography. Laboratory is taken concurrently and provides experience in analytical techniques described in lectures. Lectures and laboratory.
Prerequisite: CHEM 217; CHEM 218.




",,,
3835,CHEM,312,Intermediate Analytical Chemistry,3,"A continuation of CHEM 217 and 218, with emphasis on instrumental methods of analysis. Emission spectroscopy; X-ray spectroscopy; voltammetry and polarography; amperometric titrations; coulometry and coulometric titrations, conductometry; chromatography with particular emphasis on gas chromatography, and high performance liquid chromatography. Laboratory is taken concurrently and provides experience in analytical techniques described in lectures. Lectures and laboratory.
Prerequisite: CHEM 217; CHEM 218.




",,,
4781,CLAS,383,Intermediate Ancient Greek I: Prose,3,"In this course, students read prose works of authors such as Herodotus, Xenophon, and Plato in the original Greek texts.  Special attention is given to grammatical and syntactical structures of the language.",,,
4782,CLAS,384,Intermediate Ancient Greek II: Poetry,3,"In this course, students read selected works of the ancient poets in the original Greek Texts, with an emphasis on Homer and Euripides.  Special attention is given to grammatical and syntactical structures of the language.",,,
48325,FMAN,307,INTERMEDIATE ANIMATION I,3,"A continuation of FMAN 204 with emphasis on exploring the art of animation filmmaking. Students explore film language, sound design, editing and enhance their knowledge of film-planning strategies and various frame-by-frame filmmaking techniques.
Prerequisite: Enrolment in the Major in Film Animation; FMAN 204, 225, 256; or written permission of the School of Cinema. 
NOTE: It is recommended that students take FMAN 340 and 315 previously or concurrently.
NOTE: Students who have received credit for FMAN 305 may not take this course for credit.
NOTE: Students are required to bear the cost of all necessary equipment, software and production materials for the course as described in the syllabus.",,,
48326,FMAN,308,INTERMEDIATE ANIMATION II,3,"A continuation of FMAN 307. This course allows students to further explore the planning and production of frame-by-frame animation filmmaking.
Prerequisite: Enrolment in the Major in Film Animation; FMAN 307; or written permission of the School of Cinema.
NOTE: It is recommended that students take FMAN 340 and 315 previously or concurrently.
NOTE: Students who have received credit for FMAN 305 may not take this course for credit.
NOTE: Students are required to bear the cost of all necessary equipment, software and production materials for the course as described in the syllabus.",,,
49687,SCUL,397,Intermediate Digital Sculpture II,3,Intermediate Digital Sculpture II,,,
26629,PHIL,364,Intermediate Epistemology,3,"This course presents an intermediate study of major contemporary issues in the theory of knowledge, such as scepticism, nonempirical knowledge, contextualism, virtue epistemology, experimental epistemology, and debates between internalists and externalists concerning justification and knowledge.
Prerequisite: Three credits in Philosophy, or permission of the Department.




",,,
10949,FBRS,341,Intermediate Fibre Structures,3,"An intermediate-level studio course, which emphasizes the visual and conceptual development in fibre media. Complex woven structures, fibre sculpture, installation practices, and other experimental approaches are explored.
Prerequisite: FBRS 240 or permission of the coordinator.
NOTE: Students who have received credit for FBRS 340 may not take this course for credit.



",,,
13474,GERM,241,Intermediate German I,3,"This course provides a review of German grammar and deals with additional details not covered in the introductory courses. Practice is provided through short readings, discussions, and composition.

NOTE: Students who have received credit for GERM 240 or equivalent may not take this course for credit.",,,
13475,GERM,242,Intermediate German II,3,"This course is a continuation of GERM 241. It completes the review of the grammar and includes additional details not covered in the introductory courses. Practice is provided through short readings, discussions, and composition.
Prerequisite: GERM 241 or equivalent.
NOTE: Students who have received credit for GERM 240 or equivalent may not take this course for credit.



",,,
13473,GERM,240,Intermediate German: Intensive Course,6,"This course provides a review of German grammar in a single term and furnishes additional details not dealt with in the introductory courses. Practice is provided through readings, discussions, and composition.

NOTE: Students who have received credit for GERM 241, 242, or equivalent may not take this course for credit.
NOTE: This course covers the same material as GERM 241 and 242.",,,
13820,HEBR,241,Intermediate Hebrew I,3,"This course includes a comprehensive review of Hebrew grammar and syntax and deals with additional details not covered in the introductory course. Practice is provided through compositions and readings of classical and modern Hebrew texts.

NOTE: Students who have received credit for HEBR 250 may not take this course for credit.",,,
13821,HEBR,242,Intermediate Hebrew II,3,"This course continues the comprehensive review of Hebrew grammar and syntax, and deals with additional details not covered in the introductory course. Practice is provided through compositions and readings of classical and modern Hebrew texts.
Prerequisite: HEBR 241 or permission of the Department.
NOTE: Students who have received credit for HEBR 250 may not take this course for credit.



",,,
2432,ARTX,380,Intermediate Integrated Studio in Contemporary Art Practices,6,"This is an intermediate studio course in which students explore and develop a self-directed body of work. The content and context of the course are diverse and students use a wide range of approaches to and methodologies for contemporary art production. The course provides students with opportunities to examine potential roles for the artist today and is based on professional practices including art research, artist writings andexhibition projects.
Prerequisite: Any 200-level studio course offered by the Department of Studio Arts.




",,,
22690,ITAL,241,Intermediate Italian I,3,"This course provides a review of Italian grammar and deals with additional details not covered in the introductory courses. Practice is provided through short readings, discussions, and composition.

NOTE: Students who have received credit for ITAL 240 or 253 or 254 may not take this course for credit.",,,
22691,ITAL,242,Intermediate Italian II,3,"This course is a continuation of ITAL 241. It completes the review of the grammar and provides additional details not covered in the introductory courses. Practice is provided through short readings, discussions, and composition.

NOTE: Students who have received credit for ITAL 240 or 253 or 254 may not take this course for credit.",,,
22689,ITAL,240,Intermediate Italian: Intensive Course,6,"This course provides a review of Italian grammar in one term and deals with additional details not covered in the introductory course. Practice is provided through readings, discussions, and composition.

NOTE: Students who have received credit for ITAL 241 or 242 or 253 or 254 may not take this course for credit.
NOTE: This course covers the same material as ITAL 241 and 242.",,,
